,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
11201,GMC,Vandura,1995,0,165,6,AUTOMATIC,rear wheel drive,3,No category,Compact,Cargo Van,20,15,549,2000
11864,GMC,Yukon,2015,1,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,549,47740
11873,GMC,Yukon,2016,1,355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,48315
11880,GMC,Yukon,2017,1,355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,48530
11863,GMC,Yukon,2015,1,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,549,50740
11870,GMC,Yukon,2016,1,355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,549,51315
11877,GMC,Yukon,2017,1,355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,549,51530
11867,GMC,Yukon,2015,0,420,8,AUTOMATIC,rear wheel drive,4,No category,Large,4dr SUV,21,15,549,64520
11869,GMC,Yukon,2016,0,420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,15,549,65325
11878,GMC,Yukon,2017,0,420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,15,549,65965
11868,GMC,Yukon,2015,0,420,8,AUTOMATIC,four wheel drive,4,No category,Large,4dr SUV,21,14,549,67520
11871,GMC,Yukon,2016,0,420,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,21,15,549,68325
11875,GMC,Yukon,2017,0,420,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,20,15,549,68965
11832,GMC,Yukon Denali,2000,0,255,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,15,11,549,3949
11834,GMC,Yukon Hybrid,2011,0,332,8,AUTOMATIC,rear wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,51610
11839,GMC,Yukon Hybrid,2012,0,332,8,AUTOMATIC,rear wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,52470
11841,GMC,Yukon Hybrid,2013,0,332,8,AUTOMATIC,rear wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,54145
11833,GMC,Yukon Hybrid,2011,0,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,54420
11837,GMC,Yukon Hybrid,2012,0,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,55280
11843,GMC,Yukon Hybrid,2013,0,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,549,56955
11850,GMC,Yukon XL,2015,1,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,549,50440
11851,GMC,Yukon XL,2016,1,355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,51015
11861,GMC,Yukon XL,2017,1,355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,51230
11847,GMC,Yukon XL,2015,1,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,549,53440
11853,GMC,Yukon XL,2016,1,355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,549,54015
11857,GMC,Yukon XL,2017,1,355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,549,54230
11848,GMC,Yukon XL,2015,0,420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,21,15,549,67220
11854,GMC,Yukon XL,2016,0,420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,15,549,68025
11858,GMC,Yukon XL,2017,0,420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,15,549,68665
11849,GMC,Yukon XL,2015,0,420,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,20,14,549,70220
11856,GMC,Yukon XL,2016,0,420,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,20,14,549,71025
11859,GMC,Yukon XL,2017,0,420,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,20,14,549,71665
1227,Honda,Accord,2015,0,185,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,34,24,2202,22105
1256,Honda,Accord,2016,0,185,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,34,23,2202,22205
1262,Honda,Accord,2017,0,185,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,32,23,2202,22355
1232,Honda,Accord,2015,0,185,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,36,27,2202,22905
1246,Honda,Accord,2016,0,185,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,37,27,2202,23005
1282,Honda,Accord,2017,0,185,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,36,27,2202,23155
1215,Honda,Accord,2015,0,185,4,MANUAL,front wheel drive,2,No category,Midsize,Coupe,34,24,2202,23775
1231,Honda,Accord,2015,0,189,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,34,24,2202,23865
1247,Honda,Accord,2016,0,185,4,MANUAL,front wheel drive,2,No category,Midsize,Coupe,34,23,2202,23875
1260,Honda,Accord,2017,0,185,4,MANUAL,front wheel drive,2,No category,Midsize,Coupe,32,23,2202,24025
1242,Honda,Accord,2016,0,189,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,34,23,2202,24265
1276,Honda,Accord,2017,0,189,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,32,23,2202,24415
1230,Honda,Accord,2015,0,185,4,AUTOMATIC,front wheel drive,2,No category,Midsize,Coupe,35,26,2202,24625
1220,Honda,Accord,2015,0,189,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,35,26,2202,24665
1241,Honda,Accord,2016,0,185,4,AUTOMATIC,front wheel drive,2,No category,Midsize,Coupe,35,26,2202,24725
1286,Honda,Accord,2017,0,185,4,AUTOMATIC,front wheel drive,2,No category,Midsize,Coupe,34,26,2202,24875
1236,Honda,Accord,2016,0,189,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,35,26,2202,25065
1266,Honda,Accord,2017,0,189,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,34,26,2202,25215
1225,Honda,Accord,2015,0,278,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,34,21,2202,30495
1237,Honda,Accord,2016,0,278,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,34,21,2202,30745
1212,Honda,Accord,2015,0,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,30775
1226,Honda,Accord,2015,0,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,30775
1271,Honda,Accord,2017,0,278,6,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,33,21,2202,30895
1253,Honda,Accord,2016,0,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31025
1257,Honda,Accord,2016,0,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31025
1273,Honda,Accord,2017,0,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31175
1279,Honda,Accord,2017,0,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31175
1239,Honda,Accord,2016,0,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,34680
1263,Honda,Accord,2017,0,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,34830
1194,Honda,Accord Crosstour,2010,0,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29670
1197,Honda,Accord Crosstour,2011,0,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29990
1192,Honda,Accord Crosstour,2010,0,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,34020
1200,Honda,Accord Crosstour,2011,0,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,34340
1203,Honda,Accord Hybrid,2014,0,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29155
1207,Honda,Accord Hybrid,2015,0,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29305
1208,Honda,Accord Hybrid,2017,0,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,29605
1211,Honda,Accord Plug-In Hybrid,2014,0,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,47,2202,39780
2562,Honda,Civic,2015,0,143,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,36,28,2202,18290
2563,Honda,Civic,2015,0,143,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,36,28,2202,18490
2573,Honda,Civic,2016,0,158,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,40,27,2202,18640
2599,Honda,Civic,2017,0,158,4,MANUAL,front wheel drive,4,No category,Midsize,Sedan,40,28,2202,18740
2579,Honda,Civic,2016,0,158,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,38,26,2202,19050
2568,Honda,Civic,2015,0,143,4,AUTOMATIC,front wheel drive,2,No category,Compact,Coupe,39,30,2202,19090
2606,Honda,Civic,2017,0,158,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,39,28,2202,19150
2559,Honda,Civic,2015,0,143,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,39,30,2202,19290
2580,Honda,Civic,2016,0,158,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,41,31,2202,19440
2604,Honda,Civic,2017,0,158,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,40,31,2202,19540
2586,Honda,Civic,2017,0,174,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30,2202,19700
2585,Honda,Civic,2016,0,158,4,AUTOMATIC,front wheel drive,2,No category,Compact,Coupe,41,30,2202,19850
2608,Honda,Civic,2017,0,158,4,AUTOMATIC,front wheel drive,2,No category,Compact,Coupe,39,30,2202,19950
2544,Honda,Civic,2015,0,143,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,41,31,2202,20040
2590,Honda,Civic,2017,0,174,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2202,20500
2560,Honda,Civic,2015,0,143,4,AUTOMATIC,front wheel drive,2,No category,Compact,Coupe,38,29,2202,21190
2587,Honda,Civic,2017,0,180,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,39,30,2202,21300
2597,Honda,Civic,2017,0,174,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,42,31,2202,21500
2610,Honda,Civic,2017,0,174,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,41,30,2202,21600
2591,Honda,Civic,2017,0,180,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,36,30,2202,22100
2575,Honda,Civic,2016,0,174,4,AUTOMATIC,front wheel drive,4,No category,Midsize,Sedan,42,31,2202,22200
2572,Honda,Civic,2016,0,174,4,AUTOMATIC,front wheel drive,2,No category,Compact,Coupe,41,31,2202,22300
2594,Honda,Civic,2017,0,174,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,42,32,2202,22300
2601,Honda,Civic,2017,0,174,4,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,40,31,2202,22400
2589,Honda,Civic,2017,0,174,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,40,31,2202,22800
2550,Honda,Civic,2015,0,205,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,22890
2567,Honda,Civic,2015,0,205,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23090
2558,Honda,Civic,2015,0,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,24735
2556,Honda,Civic,2015,4,110,4,AUTOMATIC,front wheel drive,4,No category,Compact,Sedan,38,27,2202,26740
2528,Honda,Civic CRX,1990,0,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
2529,Honda,Civic CRX,1990,0,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
2530,Honda,Civic CRX,1990,0,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,27,2202,2000
2531,Honda,Civic CRX,1991,0,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
2532,Honda,Civic CRX,1991,0,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,2202,2000
2533,Honda,Civic CRX,1991,0,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
2534,Honda,Civic del Sol,1995,0,102,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,37,30,2202,2000
2535,Honda,Civic del Sol,1995,0,125,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,32,25,2202,2000
2537,Honda,Civic del Sol,1996,0,106,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,35,29,2202,2000
2536,Honda,Civic del Sol,1995,0,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2033
2539,Honda,Civic del Sol,1996,0,125,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,33,26,2202,2108
2541,Honda,Civic del Sol,1997,0,106,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,35,28,2202,2142
2538,Honda,Civic del Sol,1996,0,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2213
2542,Honda,Civic del Sol,1997,0,127,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,33,26,2202,2322
2540,Honda,Civic del Sol,1997,0,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2410
3107,Honda,Crosstour,2013,0,192,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27230
3113,Honda,Crosstour,2014,0,192,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27380
3124,Honda,Crosstour,2015,0,192,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27530
3104,Honda,Crosstour,2013,0,278,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,30890
3117,Honda,Crosstour,2014,0,278,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,31040
3121,Honda,Crosstour,2015,0,278,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,31190
3108,Honda,Crosstour,2013,0,278,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,34990
3115,Honda,Crosstour,2014,0,278,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,35140
3123,Honda,Crosstour,2015,0,278,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,35290
3038,Honda,CR-V,2014,0,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,23,2202,23120
3048,Honda,CR-V,2015,0,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,27,2202,23445
3067,Honda,CR-V,2016,0,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,23745
3041,Honda,CR-V,2014,0,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,22,2202,24370
3052,Honda,CR-V,2015,0,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,24695
3063,Honda,CR-V,2016,0,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,2202,25045
3070,Honda,CR-Z,2014,0,130,4,MANUAL,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,19995
3078,Honda,CR-Z,2015,0,130,4,MANUAL,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20145
3084,Honda,CR-Z,2016,0,130,4,MANUAL,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20295
3069,Honda,CR-Z,2014,0,130,4,AUTOMATIC,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20645
3079,Honda,CR-Z,2015,0,130,4,AUTOMATIC,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20795
3086,Honda,CR-Z,2016,0,130,4,AUTOMATIC,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20945
3895,Honda,Element,2009,0,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202,20275
3905,Honda,Element,2010,0,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202,20525
3910,Honda,Element,2011,0,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202,20825
3898,Honda,Element,2009,0,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202,21475
3906,Honda,Element,2010,0,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202,21775
3909,Honda,Element,2011,0,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202,22075
3891,Honda,Element,2009,0,166,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,23,18,2202,22785
3893,Honda,Element,2009,0,166,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,23,18,2202,23270
4707,Honda,Fit,2015,0,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,15650
4718,Honda,Fit,2016,0,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,15890
4723,Honda,Fit,2017,0,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29,2202,15990
4711,Honda,Fit,2015,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,2202,16450
4715,Honda,Fit,2016,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,2202,16690
4720,Honda,Fit,2017,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,33,2202,16790
4712,Honda,Fit,2015,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18360
4716,Honda,Fit,2016,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18600
4724,Honda,Fit,2017,0,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32,2202,18700
4705,Honda,Fit EV,2013,3,249.3860701,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,132,2202,36625
4706,Honda,Fit EV,2014,3,249.3860701,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,132,2202,36625
5758,Honda,HR-V,2016,0,141,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,34,25,2202,19215
5765,Honda,HR-V,2017,0,141,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,2202,19365
5754,Honda,HR-V,2016,0,141,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,35,28,2202,20015
5762,Honda,HR-V,2017,0,141,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,28,2202,20165
5756,Honda,HR-V,2016,0,141,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,32,27,2202,21315
5766,Honda,HR-V,2017,0,141,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,27,2202,21465
5899,Honda,Insight,2012,0,98,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18500
5910,Honda,Insight,2013,0,98,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18600
5916,Honda,Insight,2014,0,98,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18725
7295,Honda,Odyssey,2015,0,248,6,AUTOMATIC,front wheel drive,4,No category,Large,Passenger Minivan,28,19,2202,28975
7305,Honda,Odyssey,2016,0,248,6,AUTOMATIC,front wheel drive,4,No category,Large,Passenger Minivan,28,19,2202,29400
7494,Honda,Passport,2000,0,205,6,MANUAL,rear wheel drive,4,No category,Midsize,4dr SUV,18,15,2202,2452
7497,Honda,Passport,2000,0,205,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,18,15,2202,2668
7496,Honda,Passport,2000,0,205,6,AUTOMATIC,rear wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,2715
7495,Honda,Passport,2000,0,205,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,19,14,2202,2879
7500,Honda,Passport,2001,0,205,6,MANUAL,rear wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,23000
7510,Honda,Passport,2002,0,205,6,MANUAL,rear wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,23300
7501,Honda,Passport,2001,0,205,6,AUTOMATIC,rear wheel drive,4,No category,Midsize,4dr SUV,20,15,2202,24150
7508,Honda,Passport,2002,0,205,6,AUTOMATIC,rear wheel drive,4,No category,Midsize,4dr SUV,20,15,2202,24450
7505,Honda,Passport,2001,0,205,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,26150
7507,Honda,Passport,2002,0,205,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,26450
7499,Honda,Passport,2001,0,205,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,27300
7512,Honda,Passport,2002,0,205,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,19,15,2202,27600
7601,Honda,Pilot,2015,0,250,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,2202,29870
7614,Honda,Pilot,2016,0,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202,30145
7637,Honda,Pilot,2017,0,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202,30595
7597,Honda,Pilot,2015,0,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202,31470
7612,Honda,Pilot,2016,0,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,31945
7632,Honda,Pilot,2017,0,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,32395
7618,Honda,Pilot,2016,0,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,2202,41170
7633,Honda,Pilot,2017,0,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,2202,41670
7619,Honda,Pilot,2016,0,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,2202,42970
7635,Honda,Pilot,2017,0,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,2202,43470
7640,Honda,Prelude,1999,0,200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,24,20,2202,3065
7641,Honda,Prelude,1999,0,200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,24,20,2202,3367
7643,Honda,Prelude,2000,0,200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,25,20,2202,3407
7642,Honda,Prelude,2000,0,200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,25,20,2202,3843
7645,Honda,Prelude,2001,0,200,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,25,20,2202,23600
7646,Honda,Prelude,2001,0,195,4,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,24,19,2202,24600
7644,Honda,Prelude,2001,0,200,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,25,20,2202,26100
8491,Honda,Ridgeline,2013,0,250,6,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,21,15,2202,29450
8505,Honda,Ridgeline,2017,0,280,6,AUTOMATIC,front wheel drive,4,No category,Large,Crew Cab Pickup,26,19,2202,29475
8496,Honda,Ridgeline,2014,0,250,6,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,21,15,2202,29575
8507,Honda,Ridgeline,2017,0,280,6,AUTOMATIC,all wheel drive,4,No category,Large,Crew Cab Pickup,25,18,2202,31275
8842,Honda,S2000,2007,0,237,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,24,18,2202,34250
8845,Honda,S2000,2008,0,237,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,18,2202,34300
8847,Honda,S2000,2009,0,237,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,18,2202,34995
8844,Honda,S2000,2008,0,237,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,25,18,2202,36300
8846,Honda,S2000,2009,0,237,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,25,18,2202,36995
8843,Honda,S2000,2008,0,237,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,25,18,2202,37300
8848,Honda,S2000,2009,0,237,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,25,18,2202,37995
5693,HUMMER,H3,2008,0,242,5,MANUAL,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,130,30995
5695,HUMMER,H3,2009,0,242,5,MANUAL,four wheel drive,4,Luxury,Midsize,4dr SUV,18,14,130,33390
5699,HUMMER,H3,2010,0,239,5,MANUAL,four wheel drive,4,Luxury,Midsize,4dr SUV,18,14,130,33390
5701,HUMMER,H3,2010,0,239,5,MANUAL,four wheel drive,4,"Flex Fuel,Luxury",Midsize,4dr SUV,18,14,130,35960
5700,HUMMER,H3,2010,0,239,5,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,14,130,38365
5694,HUMMER,H3,2008,0,300,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,13,130,39560
5697,HUMMER,H3,2009,0,300,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,13,130,41705
5698,HUMMER,H3,2010,1,300,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Midsize,4dr SUV,16,13,130,41705
